,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,object_id,Z,Z_err,EBV,SpecType,English Translation,split,target,M_r,M_i,M_z,npeak_r,npeak_i,npeak_z,r-i,i-z,M_u,M_g,M_y,g-r,u-r,i-y,t_g,t_r,t_i,t_z,t_nan,t_nan_new,temp_peak,temp_20d,temp_peakerr,temp_20derr,trise_g,trise_r,trise_i,trise_z,tfade_g,tfade_r,tfade_i,tfade_z,peak_time_u,peak_time_g,peak_time_r,peak_time_i,peak_time_z,peak_time_y,T_eb_0.0,Terr_eb_0.0,R_eb_0.0,Rerr_eb_0.0,Lbol_eb_0.0,Lbolerr_eb_0.0,T_eb_5.0,Terr_eb_5.0,R_eb_5.0,Rerr_eb_5.0,Lbol_eb_5.0,Lbolerr_eb_5.0,T_eb_10.0,Terr_eb_10.0,R_eb_10.0,Rerr_eb_10.0,Lbol_eb_10.0,Lbolerr_eb_10.0,T_eb_15.0,Terr_eb_15.0,R_eb_15.0,Rerr_eb_15.0,Lbol_eb_15.0,Lbolerr_eb_15.0,T_eb_20.0,Terr_eb_20.0,R_eb_20.0,Rerr_eb_20.0,Lbol_eb_20.0,Lbolerr_eb_20.0,T_eb_30.0,Terr_eb_30.0,R_eb_30.0,Rerr_eb_30.0,Lbol_eb_30.0,Lbolerr_eb_30.0,T_eb_40.0,Terr_eb_40.0,R_eb_40.0,Rerr_eb_40.0,Lbol_eb_40.0,Lbolerr_eb_40.0,u-g_eb_30.0,g-r_eb_30.0,r-i_eb_30.0,i-z_eb_30.0,u-g_eb_40.0,g-r_eb_40.0,r-i_eb_40.0,i-z_eb_40.0,x1_salt2,c_salt2,chisq_salt2,redchisq_salt2,dps_3sigma,dt_5sigma,dps_halfmax,ESN
1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,braig_randir_gwanur,0.2566,,0.07,AGN,"fierce, wild + pilgrim, wanderer + kinsman, kinswoman ",split_12,0,-17.03479100814001,-17.100945769876553,-16.82247001783488,6.0,5.0,4.0,0.0661547617365414,-0.2784757520416718,-16.162563356769546,-16.602008393477156,-16.948043220855673,0.4327826146628553,0.8722276513704657,-0.1529025490208795,427.6366252281441,0.0,0.0,0.0,,,9977.131612269202,9977.131612269202,804.004333931381,804.004333931381,174.80331951897824,306.5014366908581,169.18822448362334,950.9232393983184,252.83335239124423,-99.0,-99.0,-99.0,,62636.35658348348,63379.9931,62995.20668988989,63040.09108418418,,7376.0,426.3,966400000000000.0,115800000000000.0,1.969e+22,8.126e+20,7324.0,420.6,986700000000000.0,118400000000000.0,1.997e+22,8.412e+20,7275.0,414.9,1007000000000000.0,121100000000000.0,2.026e+22,8.69e+20,7228.0,409.7,1028000000000000.0,124100000000000.0,2.056e+22,8.969e+20,7182.0,406.0,1049000000000000.0,127500000000000.0,2.088e+22,9.262e+20,7099.0,409.9,1091000000000000.0,137400000000000.0,2.1529999999999997e+22,1.003e+21,7045.0,444.3,1123000000000000.0,155200000000000.0,2.215e+22,1.144e+21,,,,,,,,,-2.922949967015016,-1.3624980458869411,1933.1531641969311,36.47458800371569,67.0,895.1037999999971,8.0,0.4424244352159695
1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,bregedur_corf_romru,0.4144,,0.023,SN Ia,wildfire + ring + sound of the horn,split_12,0,-19.12634553709922,-19.087443463618477,-18.458407894987396,1.0,1.0,2.0,-0.0389020734807417,-0.6290355686310818,-14.576354898052507,-17.235260158609258,-17.199582892329836,1.8910853784899615,4.549990639046712,-1.8878605712886412,276.77102151716826,38.26049363952188,46.48164968355559,149.18648471256165,,,8766.34701682511,8485.10923724642,1222.190637957624,1259.477547218297,136.9722834312488,12.796081836131634,22.428521113739407,73.64250964888197,139.7987108639718,25.46441303662141,24.05313697399106,75.54397137892374,,,,62012.916480780776,,,6208.0,552.6,4074000000000000.0,832200000000000.0,1.757e+23,1.237e+22,5420.0,150.8,5315000000000000.0,419900000000000.0,1.7369999999999997e+23,9.266e+21,5673.0,392.6,4002000000000000.0,793000000000000.0,1.182e+23,1.5109999999999998e+22,5754.0,718.2,3243000000000000.0,1066000000000000.0,8.213999999999998e+22,1.5589999999999998e+22,5690.0,938.1,2996000000000000.0,1201000000000000.0,6.707e+22,1.281e+22,,,,,,,,,,,,,,,,,,,,,0.797572001577251,0.0842022295213416,27.48903644885978,2.499003313532707,16.0,61.127199999995355,10.0,0.19613148137891914
1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,cabed_ang_sirion,0.3433,,0.016,AGN,leap + iron + river ,split_12,0,-17.264514860747973,-16.44838514706398,-17.031272104592198,1.0,0.0,1.0,-0.816129713683992,0.582886957528217,-17.936544883735145,-17.368413872644886,-16.78938670702727,-0.1038990118969138,-0.6720300229871725,0.3410015599632885,0.0,374.38303380506113,494.6938476998257,277.6610399238052,,,14018.219849720525,14606.58034594702,2716.354755709644,2860.751722765559,434.1760059695589,173.15793749391742,328.24056080650917,121.10005327738328,-99.0,201.22509362723213,166.45329199377738,156.5609968769204,62949.386048348344,,62937.79082962963,,,,30790.0,7557.0,182900000000000.0,39580000000000.0,2.141e+23,1.1859999999999998e+23,30620.0,7574.0,184600000000000.0,40420000000000.0,2.134e+23,1.187e+23,30440.0,7593.0,186300000000000.0,41330000000000.0,2.1229999999999997e+23,1.187e+23,30230.0,7610.0,188200000000000.0,42290000000000.0,2.108e+23,1.1859999999999998e+23,30020.0,7620.0,190100000000000.0,43270000000000.0,2.091e+23,1.182e+23,29560.0,7610.0,194000000000000.0,45180000000000.0,2.047e+23,1.166e+23,29070.0,7548.0,198000000000000.0,46930000000000.0,1.993e+23,1.137e+23,-0.254999999999999,-0.3730000000000011,-0.2530000000000001,,-0.254999999999999,-0.3730000000000011,-0.2530000000000001,,9.982561869820325,-0.3608663605997642,713.2779781430984,50.94842701022131,19.0,645.7117999999973,11.0,0.5561737604543473
1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,cabed_cuil_gondrath,0.4905,,0.037,AGN,leap + life + causeway,split_12,0,-18.521007523989994,-18.667378809572057,-18.75492496423658,0.0,0.0,0.0,0.1463712855820631,0.0875461546645226,-17.86442652165843,-18.41299536063282,-19.267329963777428,0.1080121633571735,0.6565810023315635,0.599951154205371,441.27893527129345,304.78134862297884,245.05959436695412,385.57940047187,,,15725.802052632996,15062.284980693275,1612.48726539604,1492.5172411061933,283.2579978631693,184.31169507152663,90.60102874720906,213.96332956247352,158.02093278523537,120.46972624555929,154.45855470313836,171.61606961627697,,,62948.8652,62955.85691211211,62938.4129,,10220.0,436.6,1461000000000000.0,114300000000000.0,1.66e+23,6.684e+21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.982051213992485,-0.3650474130916205,898.7255395982573,34.56636690762528,30.0,112.36179999999877,12.0,0.394318705244679
1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,cabed_sador_aranarth,0.8881,,0.011,AGN,"leap +  faithful one + kingdom, realm",split_12,0,-19.85948508914569,-20.360773780540363,-20.456286444012527,2.0,1.0,1.0,0.5012886913946737,0.0955126634721637,-18.169407797738938,-18.648452064389836,-20.7493557640122,1.211033024755853,1.6900772914067517,0.3885819834718376,264.7390348172339,539.8099572043939,523.8753707201104,506.6535079398527,,,14383.077311001907,14558.0606457005,3300.568978468833,3312.364449228872,141.95753731474542,242.70979102415004,243.97255909480737,177.31739960583218,122.78152779935044,297.1001658875539,279.9027856014509,329.3361159787455,,,62593.793063063065,62585.17265415415,62526.254638738734,,9000.0,5504.0,1000000000000000.0,1358000000000000.0,4.675e+22,2.22e+22,9000.0,5393.0,1000000000000000.0,1328000000000000.0,4.675e+22,2.1389999999999996e+22,9000.0,5291.0,1000000000000000.0,1303000000000000.0,4.675e+22,2.079e+22,9000.0,5212.0,1000000000000000.0,1287000000000000.0,4.675e+22,2.0509999999999996e+22,9000.0,5189.0,1000000000000000.0,1290000000000000.0,4.675e+22,2.071e+22,9000.0,5509.0,1000000000000000.0,1394000000000000.0,4.675e+22,2.312e+22,9000.0,6466.0,1000000000000000.0,1650000000000000.0,4.675e+22,2.8260000000000003e+22,,,,,,,,,29.26963410094081,0.1665734812638004,2170.3554777195313,83.47521068152044,30.0,1037.6433000000034,11.0,0.10196404578239372
1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,cae_thurin_cabor,0.2712,,0.136,SN Ia-pec,"earth + secret, hidden + frog",split_12,0,-18.94865972850964,-18.797930508305143,-18.38448255878501,1.0,1.0,2.0,-0.1507292202044965,-0.4134479495201333,-15.847258835075593,-18.548503141124417,-17.45608870509527,0.4001565873852222,3.1014008934340467,-1.3418418032098742,44.32723064318998,43.972423848746985,84.132381810261,89.44422809216485,,,13530.595168545457,13531.038776943293,4085.93036999775,3691.928824089248,14.009318833494037,19.049948803942243,40.15019914621371,36.03210928682529,30.317915816376622,24.922478184184,43.982179599457595,53.412117508742085,,,63799.160768768765,63809.02131321321,63791.9761,,8326.0,336.3,1790000000000000.0,125300000000000.0,1.097e+23,3.5119999999999995e+21,7640.0,295.0,1976000000000000.0,142200000000000.0,9.476e+22,2.7299999999999995e+21,7013.0,200.3,2198000000000000.0,128800000000000.0,8.329e+22,1.7609999999999995e+21,6716.0,197.8,2219000000000000.0,140600000000000.0,7.1390000000000005e+22,1.6979999999999995e+21,6573.0,308.7,2117000000000000.0,208000000000000.0,5.963e+22,2.108e+21,6044.0,493.5,2162000000000000.0,397100000000000.0,4.443999999999999e+22,3.2149999999999997e+21,5581.0,603.2,2279000000000000.0,607600000000000.0,3.591e+22,4.565e+21,,,,,,,,,2.8914582138049294,0.0183061859272258,160.70076392426495,8.035038196213247,28.0,299.35609999999724,13.0,0.551917051942195
1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,cair_maethor_rhun,1.084,,0.065,AGN,ship + warrior + East,split_12,0,-19.57615756659402,-19.120316174973652,-18.48682393040481,1.0,1.0,0.0,-0.4558413916203676,-0.633492244568842,-20.55512624651655,-20.12859539543419,-19.707363996986945,-0.5524378288401692,-0.9789686799225308,0.5870478220132931,0.0,0.0,0.0,0.0,,,1005.0443173794224,33716.12205187138,inf,7145.767406956443,346.2079132594663,837.7556188317467,862.9670443673531,171.53050431098382,-99.0,-99.0,-99.0,-99.0,64463.3207023023,64457.437,64478.9787,64469.7465,,,9000.0,7696.0,1000000000000000.0,2240000000000000.0,4.675e+22,5.468e+22,9000.0,7539.0,1000000000000000.0,2202000000000000.0,4.675e+22,5.439e+22,9000.0,7479.0,1000000000000000.0,2189000000000000.0,4.675e+22,5.456e+22,9000.0,7534.0,1000000000000000.0,2206000000000000.0,4.675e+22,5.524e+22,9000.0,7713.0,1000000000000000.0,2256000000000000.0,4.675e+22,5.6460000000000005e+22,,,,,,,,,,,,,,,,,,,,,-0.5936920176605313,-0.0180613465481405,327.9540774877404,29.81400704434003,34.0,1203.2569000000003,10.0,0.10630207173546881
1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,calad_lost_faun,0.9242,,0.034,AGN,"light +  empty, void  + cloud",split_12,0,-18.91833379333961,-19.313072643673188,-19.395258789906144,3.0,3.0,1.0,0.394738850333578,0.0821861462329565,-19.39989732974845,-18.320177020147135,-19.858985840734626,0.5981567731924748,-0.4815635364088386,0.5459131970614379,0.0,744.5955016724911,482.8848636001203,968.318130079846,,,15092.70404982866,902.4294666247964,1018.8567022431204,inf,-99.0,372.921312270395,276.2411239069552,189.80419432795316,416.1499913276566,371.6741893407525,206.6435405158918,778.5139220322308,,62115.1107,62288.65892942943,62069.637699299295,62100.0325,,9078.0,427.5,2485000000000000.0,288000000000000.0,2.988e+23,1.6999999999999998e+22,9101.0,398.7,2452000000000000.0,263300000000000.0,2.9389999999999995e+23,1.5399999999999998e+22,9129.0,383.7,2414000000000000.0,247500000000000.0,2.883e+23,1.429e+22,9161.0,381.7,2372000000000000.0,239800000000000.0,2.823e+23,1.363e+22,9196.0,391.5,2326000000000000.0,239000000000000.0,2.7579999999999996e+23,1.333e+22,9279.0,443.0,2229000000000000.0,254700000000000.0,2.624e+23,1.364e+22,9381.0,531.5,2128000000000000.0,286600000000000.0,2.5e+23,1.4749999999999998e+22,,,,,,,,,37.34749327262037,-0.1832265151921621,915.3668745557948,24.0886019619946,46.0,2273.7865999999995,14.0,0.13193422847384398
1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,callon_ennorath_andrann,0.3822,,0.015,SN Ia,"hero + lands of Middle-earth +  age, cycle ",split_12,0,-18.897570991103,-18.908968185931748,-18.5673422719046,1.0,1.0,1.0,0.0113971948287492,-0.3416259140271478,-13.87277615133744,-17.83550050041196,-13.59400079221303,1.0620704906910383,5.024794839765558,-5.314967393718717,51.10570123456273,36.67444362714741,36.75525081608066,45.26946552621666,,,11410.825156948713,10634.427986375906,2123.377662219886,1743.5880710866031,32.123028760448506,18.005716680840123,15.846118705965637,16.622251192457043,18.98267649202171,18.668727887757996,20.909132681532355,28.64721464660397,,63875.99477327328,63875.3751071071,,63879.988552852854,,8086.0,539.7,2176000000000000.0,284400000000000.0,1.442e+23,7.589999999999999e+21,6804.0,343.4,2913000000000000.0,386500000000000.0,1.2959999999999998e+23,1.021e+22,6269.0,258.7,3080000000000000.0,363500000000000.0,1.044e+23,8.236999999999999e+21,6041.0,410.2,2739000000000000.0,441100000000000.0,7.1219999999999995e+22,4.834e+21,5700.0,610.9,2488000000000000.0,673900000000000.0,4.658e+22,6.601e+21,,,,,,,,,,,,,,,,,,,,,-0.6532933861402904,-0.0876014365028099,17.11304297347406,1.140869531564937,20.0,37.28840000000491,4.0,0.571283859900449
1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,callon_firen_haudh,0.2432,,0.013,SN II,"hero + human + burial mound, barrow, grave, tomb ",split_12,0,-15.75611378437022,-17.28918018739582,-17.35171099433594,3.0,2.0,2.0,1.533066403025602,0.0625308069401171,-14.368726713022646,-16.493605735591508,-17.450886200084533,-0.7374919512212887,1.3873870713475736,0.1617060126887111,67.58923804130609,67.12831080027536,125.002554666753,64.19413012076984,,,7784.15261056048,7266.52325925959,2430.239166868848,2503.16117174962,44.521939066573395,35.78215753611585,66.91385571057617,34.72429845674924,23.067299158610695,31.346143014488916,58.088703761786746,29.469817051052814,,63865.0726018018,,63862.14112102102,63902.41023483484,63870.9378,5528.0,240.1,2078000000000000.0,218700000000000.0,2.8729999999999997e+22,1.498e+21,5054.0,238.0,2503000000000000.0,298800000000000.0,2.913e+22,1.801e+21,4630.0,204.8,3063000000000000.0,366100000000000.0,3.072e+22,2.15e+21,4318.0,160.8,3610000000000000.0,385900000000000.0,3.2269999999999996e+22,2.292e+21,4193.0,165.8,3716000000000000.0,432200000000000.0,3.0409999999999997e+22,2.454e+21,4061.0,191.2,3401000000000000.0,473400000000000.0,2.2409999999999997e+22,2.1629999999999995e+21,4116.0,269.2,2684000000000000.0,518700000000000.0,1.4729999999999995e+22,2.0019999999999995e+21,,,,,,,,,17.299857065916996,0.6387929525437328,285.4325105589678,9.84250036410234,33.0,93.3228999999992,10.0,0.5756631623601097
1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,celeb_Ennor_hal,0.2671,,0.022,SN Ia,silver + Middle-Earth + fish,split_12,0,-18.599350806644377,-18.80687024992884,-17.042974005061957,1.0,1.0,1.0,0.2075194432844611,-1.7638962448668811,-14.865535440241665,-18.828266276448325,-18.06265243276929,-0.2289154698039475,3.733815366402713,-0.7442178171595479,72.15182684937463,42.57979080374207,41.49764037042041,77.54614835153916,,,21727.57663649016,137064102.43583655,4984.990591112541,2996074966186.0723,44.7328979741942,11.687488826923072,14.02683713127044,43.12124596998183,27.418974546570094,30.892305357425357,27.47080289608857,34.424900774349226,,,62111.84122962963,62118.67627787788,,,11900.0,1173.0,1196000000000000.0,138800000000000.0,2.046e+23,3.324e+22,11700.0,3446.0,1196000000000000.0,452500000000000.0,1.913e+23,8.66e+22,10020.0,3343.0,1361000000000000.0,665000000000000.0,1.3289999999999998e+23,5.621e+22,8485.0,2205.0,1572000000000000.0,690200000000000.0,9.129e+22,2.277e+22,7105.0,963.1,1916000000000000.0,510300000000000.0,6.666999999999999e+22,5.346999999999999e+21,4684.0,291.4,4083000000000000.0,785700000000000.0,5.717999999999999e+22,8.381999999999999e+21,4880.0,552.4,2344000000000000.0,698900000000000.0,2.22e+22,4.031e+21,,,,,,,,,1.885074808890749,-0.0689417805039034,155.33965465264012,7.397126412030482,25.0,109.45640000000276,8.0,0.3911781188447935
1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,cirdan_galas_hand,0.8408,,0.037,AGN,"shipbuilder + growth, plant  + intelligent",split_12,0,-19.52553426899167,-19.65895523988305,-19.942445800572976,2.0,3.0,2.0,0.1334209708913789,0.2834905606899269,-15.634351052056338,-18.739811243654096,-20.094078513368352,0.7857230253375747,3.891183216935332,0.4351232734853028,283.53178294464306,0.0,0.0,0.0,,,12813.640654085144,12897.068219990895,2204.1848317897193,2324.63213299053,164.93382929048676,511.2357142870169,613.0075996763699,613.549963672107,118.59794097758277,-99.0,-99.0,-99.0,,,63425.06845855856,63341.94670840841,63325.55047607608,,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,9000.0,2434.0,1000000000000000.0,618100000000000.0,4.675e+22,1.08e+22,,,,,,,,,15.88963441779617,-0.0709308350371481,1275.063856214851,36.43039589185289,41.0,493.3698000000004,21.0,0.28786701223431455
1713,1713,1713,1713,1713,1713,1713,1713,1713,1713,1713,1713,cirdan_rochir_mil,0.5276,,0.137,AGN,"shipbuilder + Horse-Lord, knight, rider  +  affection, love, kindness ",split_12,0,-18.6989488846056,-17.926473173260405,-18.091269184235173,0.0,0.0,0.0,-0.7724757113451943,0.1647960109747686,-17.521991403888975,-18.384263347722325,-19.923323213132537,0.3146855368832746,1.1769574807166236,1.9968500398721325,0.0,223.96644838069187,0.0,617.2756822736701,,,15446.867648492984,58.710906697457766,2392.0091374121066,inf,-99.0,101.61945078004646,-99.0,367.1410438482926,200.6511745616153,122.34702201930486,705.027022237693,250.1346457691616,,62830.8508,63363.621650150155,62932.7223,,,9348.0,790.1,1200000000000000.0,209700000000000.0,7.840999999999998e+22,4.693999999999999e+21,9308.0,805.6,1207000000000000.0,216100000000000.0,7.794e+22,4.810000000000001e+21,9271.0,821.5,1213000000000000.0,222300000000000.0,7.741e+22,4.918999999999999e+21,9237.0,837.7,1217000000000000.0,228400000000000.0,7.68e+22,5.02e+21,9207.0,853.8,1219000000000000.0,234100000000000.0,7.613e+22,5.109999999999999e+21,9156.0,885.3,1220000000000000.0,244500000000000.0,7.46e+22,5.251999999999999e+21,9118.0,914.8,1216000000000000.0,253000000000000.0,7.283999999999999e+22,5.339e+21,,,,,,,,,25.979674548375687,-0.3445823774069743,393.369944641986,21.853885813443664,37.0,766.7166999999972,1.0,0.08031331219650198
1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,cirion_dagnir_ruith,0.466,,0.011,AGN,"sailor, shipman  + bane + anger",split_12,0,-17.898727098311426,-17.979594680529942,-17.42970593124913,0.0,0.0,0.0,0.0808675822185165,-0.5498887492808109,-17.293521142683304,-17.660207878809416,-17.07208697108254,0.2385192195020096,0.6052059556281222,-0.9075077094474012,0.0,0.0,0.0,0.0,,,96.01814750838892,15068.39161528709,inf,1547.1361753639203,-99.0,-99.0,-99.0,-99.0,170.440043660019,125.5250514486761,137.03957376234757,230.63483424476,,62766.8833,62774.54737547548,62752.79637777778,,,12110.0,686.4,757000000000000.0,70260000000000.0,8.787e+22,4.73e+21,12110.0,664.3,756400000000000.0,67880000000000.0,8.755e+22,4.551999999999999e+21,12100.0,645.6,755700000000000.0,65870000000000.0,8.724e+22,4.397e+21,12100.0,630.4,754900000000000.0,64270000000000.0,8.694e+22,4.265999999999999e+21,12090.0,618.6,754200000000000.0,63070000000000.0,8.664999999999999e+22,4.158e+21,12080.0,605.7,752700000000000.0,61910000000000.0,8.608999999999998e+22,4.013e+21,12080.0,606.2,751000000000000.0,62200000000000.0,8.553e+22,3.958e+21,0.1099999999999994,0.1529999999999987,0.125,,0.1099999999999994,0.1529999999999987,0.125,,-7.098199844374079,-0.0621148439216067,1154.1389733964131,48.08912389151721,29.0,470.80860000000393,21.0,0.2921739605238899
1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,cirion_roch_tirith,0.667,,0.014,AGN,"sailor, shipman  + horse + guard, guarding",split_12,0,-19.495407799742736,-19.35424772057604,-19.22598707324748,0.0,0.0,0.0,-0.1411600791666956,-0.1282606473285596,-18.628469997335515,-18.881120300337894,-19.21597713233666,0.614287499404842,0.8669378024072216,-0.1382705882393793,0.0,764.7056615062829,1082.171211184861,1087.0378441420398,,,14794.89620076994,14524.50315361016,1893.730453638371,1760.3461376420978,-99.0,227.9641117872743,865.4475501059205,480.1582525487757,166.0276359150157,536.7415463273137,216.72365079297745,606.8795910068511,,61411.1986,62685.72641851852,63054.89426666666,63090.8770963964,,12200.0,661.8,1468000000000000.0,132600000000000.0,3.3979999999999996e+23,1.798e+22,12190.0,611.4,1436000000000000.0,120300000000000.0,3.239e+23,1.6049999999999995e+22,12180.0,562.5,1403000000000000.0,108800000000000.0,3.088e+23,1.4159999999999998e+22,12180.0,513.3,1372000000000000.0,97830000000000.0,2.952e+23,1.2319999999999998e+22,12180.0,465.4,1346000000000000.0,87760000000000.0,2.838e+23,1.0629999999999998e+22,12180.0,406.6,1313000000000000.0,75810000000000.0,2.704e+23,8.631999999999999e+21,12170.0,422.9,1310000000000000.0,77680000000000.0,2.68e+23,9.079e+21,0.1870000000000011,0.1990000000000016,0.0649999999999977,0.0030000000000001,0.1870000000000011,0.1990000000000016,0.0649999999999977,0.0030000000000001,37.37394880017256,-0.3097961430275758,4547.228652790773,75.78714421317954,68.0,1850.5968999999968,44.0,0.16619392137957797
1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,corf_suil_uruk,1.236,,0.007,AGN,ring + hail  + evil creature,split_12,0,-20.06621520676009,-20.460161339853997,-20.735055751744184,4.0,4.0,4.0,0.3939461330939053,0.2748944118901875,-18.91578065145181,-19.130608566346567,-20.345485847030886,0.9356066404135248,1.15043455530828,-0.1146754928231104,433.91806981159607,348.433577879543,253.8485755787187,229.9300254855116,,,14730.49647616476,14923.29670463455,765.1905201997627,797.6200278311453,225.4277600108253,183.2119094226946,121.4049480923204,94.63978785088692,208.4903153761188,165.22167016809544,132.4436219671261,135.29023724099534,,63984.93903623624,63976.4188007007,63947.02637597598,63948.02977867867,,9000.0,4412.0,1000000000000000.0,1306000000000000.0,4.675e+22,3.620999999999999e+22,9000.0,4880.0,1000000000000000.0,1439000000000000.0,4.675e+22,3.946e+22,9000.0,5442.0,1000000000000000.0,1599000000000000.0,4.675e+22,4.35e+22,9000.0,6096.0,1000000000000000.0,1787000000000000.0,4.675e+22,4.8549999999999994e+22,9000.0,6804.0,1000000000000000.0,1991000000000000.0,4.675e+22,5.427e+22,9000.0,8160.0,1000000000000000.0,2380000000000000.0,4.675e+22,6.523999999999999e+22,9000.0,9216.0,1000000000000000.0,2677000000000000.0,4.675e+22,7.331e+22,,,,,,,,,28.945240317445396,-0.363158412665639,2263.6570090871555,37.72761681811926,82.0,162.19049999999697,2.0,0.3096086039864446
1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,cugu_lembas_celon,0.93,,0.025,AGN,"dove + way-bread, journey-bread  + river",split_12,0,-20.334888048887677,-20.31430616410543,-20.10188472703763,1.0,2.0,2.0,-0.0205818847822456,-0.2124214370678032,-19.78589028686497,-19.96716102193456,-20.40112999439256,0.3677270269531156,0.548997762022708,0.0868238302871269,0.0,0.0,0.0,0.0,,,17887.714602254546,17946.891577525286,919.9427229416544,912.206173025408,939.1727729233608,714.9742668448234,349.30418271799863,430.93361009681394,-99.0,-99.0,-99.0,-99.0,,62922.6422,62503.99927457458,62444.106632132134,62382.10198768768,,13240.0,360.3,1864000000000000.0,97950000000000.0,7.618e+23,1.634e+22,13230.0,362.9,1885000000000000.0,99470000000000.0,7.755999999999999e+23,1.6959999999999998e+22,13230.0,369.7,1902000000000000.0,101700000000000.0,7.897e+23,1.786e+22,13240.0,379.9,1915000000000000.0,104400000000000.0,8.036999999999999e+23,1.899e+22,13260.0,392.4,1925000000000000.0,107500000000000.0,8.173e+23,2.028e+22,13320.0,421.9,1938000000000000.0,114300000000000.0,8.423999999999999e+23,2.312e+22,13390.0,453.8,1942000000000000.0,121200000000000.0,8.639e+23,2.602e+22,0.1730000000000018,0.2229999999999989,0.1490000000000009,0.0850000000000008,0.1730000000000018,0.2229999999999989,0.1490000000000009,0.0850000000000008,0.0,0.0,3895.8356632503487,95.02038203049632,47.0,1103.5437999999997,18.0,0.27019201473026844
1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,dol_heleg_fast,0.8776,,0.043,AGN,"head, hill + ice +  shaggy hair",split_12,0,-19.705563908425752,-19.751576328122574,-20.231011390548662,4.0,4.0,1.0,0.0460124196968223,0.4794350624260879,-18.54816107399271,-18.756459510430084,-18.540587064701548,0.9491043979956686,1.157402834433043,-1.2109892634210269,205.6431715118888,733.8206904897088,0.0,444.97696698692744,,,11111.796954953566,11972.937648434245,2147.110558253597,2627.403426894502,117.82828060840984,248.94459903060488,183.0885923023452,187.60984319806448,87.81488229714887,484.87603490197944,-99.0,257.36620627350203,,,63595.05088848848,63568.09968008008,63496.08055925926,,9758.0,671.3,2982000000000000.0,413400000000000.0,5.744999999999999e+23,2.548e+22,9770.0,711.7,2999000000000000.0,440900000000000.0,5.838e+23,2.8399999999999996e+22,9798.0,757.4,2997000000000000.0,469100000000000.0,5.899999999999999e+23,3.1389999999999996e+22,9833.0,805.2,2984000000000000.0,496500000000000.0,5.931e+23,3.431e+22,9871.0,852.6,2962000000000000.0,521800000000000.0,5.9359999999999995e+23,3.702e+22,9948.0,939.6,2902000000000000.0,563000000000000.0,5.875e+23,4.139e+22,10020.0,1009.0,2826000000000000.0,587500000000000.0,5.737999999999999e+23,4.395999999999999e+22,,,,,,,,,17.42576872242309,-0.1228149235767399,1645.5199664184129,31.644614738815633,60.0,2896.2819999999992,12.0,0.05655396860275413
